,hp,hg,vp,score,score1,mist,score2
15058,O00233,PSMD9,NSP8,0.6901254653930664,0,0,0
15059,P13984,GTF2F2,NSP8,0.6465667486190796,0,0,0
15060,P21281,ATP6V1B2,NSP8,0.10977718979120255,0,0,0
15061,P35555,FBN1,NSP8,0.004617367405444384,0,0,0
15062,P35556,FBN2,NSP8,0.00016226753359660506,0,0,0
15063,P35658,NUP214,NSP8,0.03048122301697731,0,0,0
15064,P37198,NUP62,NSP8,0.1416216343641281,0,0,0
15065,P41250,GARS1,NSP8,0.6451112031936646,0,0,0
15066,P49419,ALDH7A1,NSP8,0.006947617512196302,0,0,0
15067,P61962,DCAF7,NSP8,0.854305624961853,0,0,0
15068,Q14232,EIF2B1,NSP8,0.322332501411438,0,0,0
15069,Q15056,EIF4H,NSP8,0.7858096957206726,0,0,0
15070,Q5SW79,CEP170,NSP8,0.09561185538768768,0,0,0
15071,Q6SZW1,SARM1,NSP8,0.2471054047346115,0,0,0
15072,Q7Z3B4,NUP54,NSP8,0.7041110396385193,0,0,0
15073,Q86YT6,MIB1,NSP8,0.16262054443359375,0,0,0
15074,Q8IWP9,CCDC28A,NSP8,0.12174089252948761,0.0,0.23485826399999998,0
15075,Q8N1G2,CMTR1,NSP8,0.07401347905397415,0,0,0
15076,Q8TD19,NEK9,NSP8,0.07333153486251831,0,0,0
15077,Q96F45,ZNF503,NSP8,0.4111548364162445,0.0,0.001957915,0
15078,Q96PM5,RCHY1,NSP8,0.008195607922971249,0,0,0
15079,Q99567,NUP88,NSP8,0.663133442401886,0,0,0
15080,Q9BU61,NDUFAF3,NSP8,0.03205205872654915,0,0,0
15081,Q9BVL2,NUP58,NSP8,0.012212175875902176,0,0,0
15082,Q9NZL9,MAT2B,NSP8,0.23402360081672668,0,0,0
15083,Q9UBX5,FBLN5,NSP8,0.4031113386154175,0,0,0
15084,P62310,LSM3,NSP9,0.4015307128429413,0,0,0
15085,P01275,GCG,NSP9,0.07772795855998993,0,0,0
15086,P82663,MRPS25,NSP9,0.18635328114032745,0,0,0
15087,Q8WVV9,HNRNPLL,NSP9,0.09633621573448181,0.0,0.021488687000000003,0
15088,Q15459,SF3A1,NSP9,0.08807893097400665,0,0,0
15089,Q9Y467,SALL2,NSP9,0.02592584304511547,0,0,0
15090,Q8N6G5,CSGALNACT2,NSP9,0.08923414349555969,0,0,0
15091,Q7Z7F0,KHDC4,NSP9,0.03930104896426201,0,0,0
15092,Q8TAX7,MUC7,NSP9,0.006589802447706461,0,0,0
15093,P49810,PSEN2,NSP9,0.003457380458712578,0,0,0
15094,Q5JSZ5,PRRC2B,NSP9,0.5918733477592468,0,0,0
15095,Q9NTN9,SEMA4G,NSP9,0.012240267358720303,0,0,0
15096,Q7L3V2,RTL10,NSP9,0.0790046751499176,0,0,0
15097,Q9UM19,HPCAL4,NSP9,0.053702399134635925,0,0,0
15098,O15195,VILL,NSP9,0.12055431306362152,0,0,0
15099,P48230,TM4SF4,NSP9,0.041417136788368225,0,0,0
15100,O00399,DCTN6,NSP9,0.041862428188323975,0,0,0
15101,Q9HAD4,WDR41,NSP9,0.029179472476243973,0,0,0
15102,P58753,TIRAP,NSP9,0.6023714542388916,0,0,0
15103,Q9NQX5,NPDC1,NSP9,0.014203144237399101,0,0,0
15104,Q9P021,CRIPT,NSP9,0.49843859672546387,0.05,0.336025639,0
15105,Q8TBE7,SLC35G2,NSP9,0.01625196449458599,0,0,0
15106,Q96QF0,RAB3IP,NSP9,0.047211162745952606,0,0,0
15107,Q96EK2,PHF21B,NSP9,0.00398465758189559,0,0,0
15108,Q5T7W7,TSTD2,NSP9,0.004966892767697573,0,0,0
15109,Q9BT67,NDFIP1,NSP9,0.15916560590267181,0,0,0
15110,Q69YN2,CWF19L1,NSP9,0.011068913154304028,0,0,0
15111,P49711,CTCF,NSP9,0.3486621379852295,0,0,0
15112,Q8WVY7,UBLCP1,NSP9,0.01562701165676117,0,0,0
15113,O14625,CXCL11,NSP9,0.03274551033973694,0,0,0
15114,O94989,ARHGEF15,NSP9,0.027130069211125374,0,0,0
15115,O00506,STK25,NSP9,0.08080507069826126,0,0,0
15116,Q6PL18,ATAD2,NSP9,0.1463790237903595,0,0,0
15117,Q5JXC2,MIIP,NSP9,0.008038935251533985,0,0,0
15118,Q9H2H8,PPIL3,NSP9,0.13029970228672028,0,0,0
15119,Q9UHJ9,PGAP2,NSP9,0.05649740248918533,0,0,0
15120,O76090,BEST1,NSP9,0.001997708808630705,0,0,0
15121,Q96RQ3,MCCC1,NSP9,0.1827716827392578,0.0,0.297047948,0
15122,Q15043,SLC39A14,NSP9,0.04537626728415489,0,0,0
15123,Q9BRX5,GINS3,NSP9,0.4098339378833771,0,0,0
15124,Q6UX01,LMBR1L,NSP9,0.003842102363705635,0,0,0
15125,Q96IJ6,GMPPA,NSP9,0.3762790858745575,0,0,0
15126,Q9NZJ9,NUDT4,NSP9,0.1513548493385315,0,0,0
15127,P60604,UBE2G2,NSP9,0.3348468840122223,0,0,0
15128,Q9NVT9,ARMC1,NSP9,0.03533857315778732,0,0,0
15129,Q8WZ60,KLHL6,NSP9,0.023320894688367844,0,0,0
15130,Q9H1M0,NUP62CL,NSP9,0.19025199115276337,0,0,0
15131,Q969T3,SNX21,NSP9,0.22682330012321472,0,0,0
15132,O14771,ZNF213,NSP9,0.009256820194423199,0,0,0
15133,Q9NUQ8,ABCF3,NSP9,0.04242212697863579,0,0,0
15134,Q16643,DBN1,NSP9,0.08795613795518875,0,0,0
15135,Q8N6S5,ARL6IP6,NSP9,0.0636594220995903,0,0,0
15136,Q8IZD6,SLC22A15,NSP9,0.00504433736205101,0,0,0
15137,Q96MF2,STAC3,NSP9,0.1967611312866211,0,0,0
15138,Q9BTE3,MCMBP,NSP9,0.032860156148672104,0,0,0
15139,P52952,NKX2-5,NSP9,0.11429865658283234,0,0,0
15140,P51570,GALK1,NSP9,0.3576933443546295,0,0,0
15141,P27338,MAOB,NSP9,0.0038111796602606773,0,0,0
15142,P49327,FASN,NSP9,0.008662122301757336,0.0,0.35975334,0
15143,P25445,FAS,NSP9,0.12361282855272293,0,0,0
15144,P51884,LUM,NSP9,0.04333138093352318,0,0,0
15145,P59665,DEFA1; DEFA1B,NSP9,0.5122312903404236,0,0,0
15146,Q9BY32,ITPA,NSP9,0.23535791039466858,0,0,0
15147,P49441,INPP1,NSP9,0.1501312404870987,0,0,0
15148,P29508,SERPINB3,NSP9,0.5557133555412292,0,0,0
15149,Q15233,NONO,NSP9,0.5341285467147827,0.02,0.30081814,0
15150,Q13572,ITPK1,NSP9,0.19024844467639923,0,0,0
15151,P27824,CANX,NSP9,0.625018298625946,0,0,0
15152,P51948,MNAT1,NSP9,0.398981511592865,0,0,0
15153,P49450,CENPA,NSP9,0.04040911793708801,0,0,0
15154,P28068,HLA-DMB,NSP9,0.13109830021858215,0,0,0
15155,P30531,SLC6A1,NSP9,0.05101201683282852,0,0,0
15156,O96005,CLPTM1,NSP9,0.34589850902557373,0,0,0
15157,O00712,NFIB,NSP9,0.017904318869113922,0,0,0
15158,P40425,PBX2,NSP9,0.04249551519751549,0,0,0
15159,P20337,RAB3B,NSP9,0.03286655992269516,0,0,0
15160,P22003,BMP5,NSP9,0.026608115062117577,0,0,0
15161,P62495,ETF1,NSP9,0.042531635612249374,0,0,0
15162,P50402,EMD,NSP9,0.35226359963417053,0.0,0.00280151,0
15163,P12236,SLC25A6,NSP9,0.3145928978919983,0.06,0.207946135,0
15164,Q14330,GPR18,NSP9,0.024968596175312996,0,0,0
15165,O76083,PDE9A,NSP9,0.10125917196273804,0,0,0
15166,P16403,H1-2,NSP9,0.47085490822792053,0.0,0.295594305,0
15167,P00918,CA2,NSP9,0.10169076919555664,0,0,0
15168,P14317,HCLS1,NSP9,0.01365605928003788,0,0,0
15169,P13725,OSM,NSP9,0.10049887001514435,0,0,0
15170,P18754,RCC1,NSP9,0.16008754074573517,0,0,0
15171,P07359,GP1BA,NSP9,0.011975244618952274,0,0,0
15172,P48509,CD151,NSP9,0.018623357638716698,0,0,0
15173,P60033,CD81,NSP9,0.49518123269081116,0,0,0
15174,O43915,VEGFD,NSP9,0.04649779945611954,0,0,0
15175,P13473,LAMP2,NSP9,0.007500145118683577,0,0,0
15176,Q8WTV0,SCARB1,NSP9,0.19538438320159912,0,0,0
15177,P43304,GPD2,NSP9,0.31756946444511414,0,0,0
15178,P16234,PDGFRA,NSP9,0.14297731220722198,0,0,0
15179,Q16401,PSMD5,NSP9,0.01563677005469799,0,0,0
15180,Q16478,GRIK5,NSP9,0.06944707036018372,0,0,0
15181,Q13002,GRIK2,NSP9,0.001424310146830976,0,0,0
15182,P20382,PMCH,NSP9,0.056851740926504135,0,0,0
15183,P47804,RGR,NSP9,0.01119573786854744,0,0,0
15184,Q8IZJ4,RGL4,NSP9,0.03322720527648926,0,0,0
15185,P33993,MCM7,NSP9,0.2027631402015686,0,0,0
15186,P49736,MCM2,NSP9,0.2986723482608795,0,0,0
15187,P28906,CD34,NSP9,0.014498638920485973,0,0,0
15188,Q04771,ACVR1,NSP9,0.005757409613579512,0,0,0
15189,Q9H2H9,SLC38A1,NSP9,0.14721640944480896,0,0,0
15190,Q6N069,NAA16,NSP9,0.04052342474460602,0,0,0
15191,P11245,NAT2,NSP9,0.0647464469075203,0,0,0
15192,P48047,ATP5PO,NSP9,0.3610048294067383,0,0,0
15193,Q13895,BYSL,NSP9,0.08783051371574402,0.26,0.395895968,0
15194,P98179,RBM3,NSP9,0.23427680134773254,0,0,1
15195,P28702,RXRB,NSP9,0.015736328437924385,0,0,0
15196,P35070,BTC,NSP9,0.03251349925994873,0,0,0
15197,Q00604,NDP,NSP9,0.08280215412378311,0,0,0
15198,P11177,PDHB,NSP9,0.14049096405506134,0.0,0.011452713,0
15199,Q00688,FKBP3,NSP9,0.1887167990207672,0.0,0.34343287,0
15200,Q13875,MOBP,NSP9,0.015520411543548107,0,0,0
15201,Q92988,DLX4,NSP9,0.04634781554341316,0,0,0
15202,Q9BYF1,ACE2,NSP9,0.022513601928949356,0,0,0
15203,O00303,EIF3F,NSP9,0.5011324286460876,0,0,0
15204,O00560,SDCBP,NSP9,0.6718353629112244,0,0,0
15205,P68104,EEF1A1,NSP9,0.6727533936500549,0.81,0.49180814799999995,0
15206,P63279,UBE2I,NSP9,0.7284002304077148,0,0,0
15207,O75348,ATP6V1G1,NSP9,0.4392867684364319,0,0,0
15208,Q03135,CAV1,NSP9,0.07919086515903473,0,0,0
15209,O43765,SGTA,NSP9,0.3554953932762146,0,0,0
15210,Q07817,BCL2L1,NSP9,0.5484082102775574,0,0,0
15211,Q8N3R9,PALS1,NSP9,0.009943523444235325,0,0,0
15212,P09651,HNRNPA1,NSP9,0.6717141270637512,0.01,0.273161835,0
15213,P62937,PPIA,NSP9,0.4944251477718353,0.0,0.329369077,0
15214,O75569,PRKRA,NSP9,0.43059098720550537,0,0,0
15215,P05161,ISG15,NSP9,0.5339044332504272,0,0,0
15216,P15311,EZR,NSP9,0.29937395453453064,0,0,0
15217,P49840,GSK3A,NSP9,0.012373256497085094,0,0,0
15218,P49841,GSK3B,NSP9,0.013744252733886242,0,0,0
15219,P62942,FKBP1A,NSP9,0.16259095072746277,0.0,0.30900780899999997,0
15220,Q9Y4W2,LAS1L,NSP9,0.6760646104812622,0,0,0
15221,Q13427,PPIG,NSP9,0.3128068447113037,0.0,0.229332108,0
15222,O43447,PPIH,NSP9,0.07483657449483871,0,0,0
15223,Q9UKA8,RCAN3,NSP9,0.2837009131908417,0,0,0
15224,Q9Y2D1,ATF5,NSP9,0.0171511210501194,0,0,0
15225,P78410,BTN3A2,NSP9,0.07051160931587219,0,0,0
15226,O00478,BTN3A3,NSP9,0.011661267839372158,0,0,0
15227,P20290,BTF3,NSP9,0.1028456911444664,0.28,0.338917106,0
15228,Q9UQN3,CHMP2B,NSP9,0.08749629557132721,0,0,0
15229,O95299,NDUFA10,NSP9,0.15797092020511627,0,0,0
15230,Q99471,PFDN5,NSP9,0.3864979147911072,0,0,0
15231,Q5SQN1,SNAP47,NSP9,0.022172430530190468,0,0,0
15232,Q15661,TPSAB1,NSP9,0.11043090373277664,0,0,0
15233,O96017,CHEK2,NSP9,0.5063720345497131,0,0,0
15234,Q8N488,RYBP,NSP9,0.04764077439904213,0,0,0
15235,P05155,SERPING1,NSP9,0.08356115967035294,0,0,0
15236,Q9H000,MKRN2,NSP9,0.1140872985124588,0,0,0
15237,Q13064,MKRN3,NSP9,0.27766796946525574,0,0,0
15238,O95865,DDAH2,NSP9,0.08728164434432983,0,0,0
15239,A9UHW6,MIF4GD,NSP9,0.13320264220237732,0,0,0
15240,P69849,NOMO3,NSP9,0.13940973579883575,0,0,0
15241,P54274,TERF1,NSP9,0.24549737572669983,0,0,0
15242,Q13561,DCTN2,NSP9,0.6540262699127197,0,0,0
15243,O14964,HGS,NSP9,0.1704820692539215,0,0,0
15244,Q9BQB6,VKORC1,NSP9,0.40065237879753113,0,0,0
15245,P49069,CAMLG,NSP9,0.5176869630813599,0,0,0
15246,P46379,BAG6,NSP9,0.02765045128762722,0,0,0
15247,P27448,MARK3,NSP9,0.03908566012978554,0,0,0
15248,P25787,PSMA2,NSP9,0.24820934236049652,0,0,0
15249,P60866,RPS20,NSP9,0.41303402185440063,0.0,0.32870475899999996,0
15250,Q9UL52,TMPRSS11E,NSP9,0.09519049525260925,0,0,0
15251,O15393,TMPRSS2,NSP9,0.05311327427625656,0,0,0
15252,O95429,BAG4,NSP9,0.14115960896015167,0,0,0
15253,Q96BA8,CREB3L1,NSP9,0.009013283997774124,0,0,0
15254,O75360,PROP1,NSP9,0.09957824647426605,0,0,0
15255,P61165,TMEM258,NSP9,0.08764941245317459,0,0,0
15256,P78563,ADARB1,NSP9,0.13946810364723206,0,0,0
15257,O15145,ARPC3,NSP9,0.0670882984995842,0.0,0.22293124399999997,0
15258,Q16543,CDC37,NSP9,0.6914419531822205,0,0,0
15259,Q08426,EHHADH,NSP9,0.05638525262475014,0,0,0
15260,P19525,EIF2AK2,NSP9,0.6813865303993225,0,0,0
15261,Q14241,ELOA,NSP9,0.17082545161247253,0.0,0.30346069800000003,0
15262,Q13283,G3BP1,NSP9,0.3374141752719879,0,0,0
15263,Q9UN86,G3BP2,NSP9,0.029435550794005394,0,0,0
15264,Q07866,KLC1,NSP9,0.1228121742606163,0,0,0
15265,Q6P597,KLC3,NSP9,0.10220400243997574,0,0,0
15266,Q9H0B6,KLC2,NSP9,0.12724588811397552,0,0,0
15267,Q9NSK0,KLC4,NSP9,0.21961329877376556,0,0,0
15268,Q9NX58,LYAR,NSP9,0.1496499478816986,0.0,0.342469009,0
15269,Q9UBU8,MORF4L1,NSP9,0.13475319743156433,0,0,0
15270,Q15014,MORF4L2,NSP9,0.14283502101898193,0.0,0.080982759,0
15271,O15226,NKRF,NSP9,0.6379277110099792,0,0,0
15272,P54727,RAD23B,NSP9,0.19658245146274567,0,0,0
15273,Q15633,TARBP2,NSP9,0.46860191226005554,0,0,0
15274,O60763,USO1,NSP9,0.18687646090984344,0,0,0
15275,Q93008,USP9X,NSP9,0.009596545249223709,0,0,0
15276,Q96HA8,NTAQ1,NSP9,0.15542694926261902,0,0,0
15277,Q9NXS3,KLHL28,NSP9,0.053318679332733154,0,0,0
15278,P56192,MARS1,NSP9,0.24935051798820496,0,0,0
15279,A8MW99,MEI4,NSP9,0.03078572265803814,0,0,0
15280,Q09666,AHNAK,NSP9,0.45964813232421875,0,0,0
15281,Q96B67,ARRDC3,NSP9,0.01384701393544674,0,0,0
15282,Q96P56,CATSPER2,NSP9,0.08587707579135895,0,0,0
15283,Q9NX63,CHCHD3,NSP9,0.2803652882575989,0,0,0
15284,Q96NS8,CLUHP3,NSP9,0.05254943296313286,0,0,0
15285,Q8N684,CPSF7,NSP9,0.027824468910694122,0.01,0.18971191399999998,0
15286,Q96D03,DDIT4L,NSP9,0.014036069624125957,0,0,0
15287,Q9BQ66,KRTAP4-12,NSP9,0.06930986046791077,0,0,0
15288,Q8TE12,LMX1A,NSP9,0.3943581283092499,0,0,0
15289,Q9NR56,MBNL1,NSP9,0.04558112099766731,0,0,0
15290,A8MRT5,NPIPB5,NSP9,0.00928782019764185,0,0,0
15291,Q9H361,PABPC3,NSP9,0.4261966049671173,0,0,0
15292,P23759,PAX7,NSP9,0.18439814448356628,0,0,0
15293,Q96AQ6,PBXIP1,NSP9,0.23871876299381256,0,0,0
15294,Q9NP87,POLM,NSP9,0.19417846202850342,0,0,0
15295,Q9BRQ0,PYGO2,NSP9,0.006788591388612986,0,0,0
15296,Q9NTJ5,SACM1L,NSP9,0.35165613889694214,0,0,0
15297,P50453,SERPINB9,NSP9,0.02568720653653145,0,0,0
15298,Q9BXI2,SLC25A2,NSP9,0.015377992764115334,0,0,0
15299,P17023,ZNF19,NSP9,0.0048984345048666,0,0,0
15300,Q7Z3I7,ZNF572,NSP9,0.00726852472871542,0,0,0
15301,Q8WWN8,ARAP3,NSP9,0.0021644991356879473,0,0,0
15302,Q9Y2M5,KLHL20,NSP9,0.019811471924185753,0,0,0
15303,P49765,VEGFB,NSP9,0.021485166624188423,0,0,0
15304,Q9BXI9,C1QTNF6,NSP9,0.07222811132669449,0,0,0
15305,Q6IC83,C22ORF42,NSP9,0.06840275228023529,0,0,0
15306,Q2TAC2,CCDC57,NSP9,0.08739002794027328,0,0,0
15307,Q9BV73,CEP250,NSP9,0.13184121251106262,0,0,0
15308,P53675,CLTCL1,NSP9,0.01816421002149582,0,0,0
15309,Q9Y2V7,COG6,NSP9,0.4788016080856323,0,0,0
15310,Q08379,GOLGA2,NSP9,0.29441148042678833,0,0,0
15311,A6NEM1,GOLGA6L9,NSP9,0.0854559987783432,0,0,0
15312,Q9Y6K9,IKBKG,NSP9,0.7725457549095154,0,0,0
15313,O60229,KALRN,NSP9,0.3616234362125397,0,0,0
15314,P52954,LBX1,NSP9,0.03855268657207489,0,0,0
15315,Q9Y6D9,MAD1L1,NSP9,0.33069097995758057,0.0,0.188285614,0
15316,Q5JR59,MTUS2,NSP9,0.37681570649147034,0,0,0
15317,A8MTQ0,NOTO,NSP9,0.02542564831674099,0,0,0
15318,Q04864,REL,NSP9,0.38859766721725464,0,0,0
15319,Q92546,RGP1,NSP9,0.04593591019511223,0,0,0
15320,P0DJD0,RGPD1,NSP9,0.12352871894836426,0,0,0
15321,Q15427,SF3B4,NSP9,0.23734156787395477,0,0,0
15322,Q96R06,SPAG5,NSP9,0.014748034998774529,0,0,0
15323,Q8N0X7,SPART,NSP9,0.10160759836435318,1.0,0.9629641290000001,0
15324,Q96N21,TEPSIN,NSP9,0.008462606929242611,0,0,0
15325,Q13077,TRAF1,NSP9,0.6872544884681702,0,0,0
15326,Q12933,TRAF2,NSP9,0.611153781414032,0,0,0
15327,Q92844,TANK,NSP9,0.49546653032302856,0,0,0
15328,P14373,TRIM27,NSP9,0.3497796952724457,0,0,0
15329,Q86XT4,TRIM50,NSP9,0.0029324411880224943,0,0,0
15330,Q8N7C3,TRIML2,NSP9,0.1789150983095169,0,0,0
15331,Q6PF05,TTC23L,NSP9,0.38232675194740295,0,0,0
15332,Q8WXI4,ACOT11,NSP9,0.03704753518104553,0,0,0
15333,Q99996,AKAP9,NSP9,0.11510025709867477,0,0,0
15334,Q4VCS5,AMOT,NSP9,0.25668132305145264,0,0,0
15335,Q8N2N9,ANKRD36B,NSP9,0.04054194316267967,0,0,0
15336,Q8WXK4,ASB12,NSP9,0.020233340561389923,0,0,0
15337,Q8WWH4,ASZ1,NSP9,0.04504924267530441,0,0,0
15338,Q9H257,CARD9,NSP9,0.4879910945892334,0,0,0
15339,O95273,CCNDBP1,NSP9,0.31137681007385254,0,0,0
15340,Q96JB2,COG3,NSP9,0.03057989478111267,0,0,0
15341,Q86T65,DAAM2,NSP9,0.0018277073977515101,0,0,0
15342,Q14562,DHX8,NSP9,0.16841135919094086,0,0,0
15343,Q8TAG9,EXOC6,NSP9,0.006481136195361614,0,0,0
15344,P00488,F13A1,NSP9,0.13461296260356903,0,0,0
15345,Q04446,GBE1,NSP9,0.022094247862696648,0,0,0
15346,Q8IX15,HOMEZ,NSP9,0.011409316211938858,0,0,0
15347,Q9UKT9,IKZF3,NSP9,0.35599640011787415,0,0,0
15348,P13646,KRT13,NSP9,0.013782829977571964,0,0,0
15349,Q7Z3Y8,KRT27,NSP9,0.05462339147925377,0,0,0
15350,Q15323,KRT31,NSP9,0.1025916188955307,0,0,0
15351,Q14532,KRT32,NSP9,0.008447804488241673,0,0,0
15352,Q6A163,KRT39,NSP9,0.014062312431633472,0,0,0
15353,Q6KB66,KRT80,NSP9,0.041030146181583405,0,0,0
15354,P28838,LAP3,NSP9,0.2632155120372772,0,0,0
15355,Q6UWW0,LCN15,NSP9,0.09019900113344193,0,0,0
15356,P17568,NDUFB7,NSP9,0.051665179431438446,0,0,0
15357,Q9HBI0,PARVG,NSP9,0.045527465641498566,0.0,0.34554715399999997,0
15358,Q8ND90,PNMA1,NSP9,0.5029335021972656,0,0,0
15359,Q07869,PPARA,NSP9,0.0014657003339380026,0,0,0
15360,Q86W92,PPFIBP1,NSP9,0.2877582609653473,0,0,0
15361,Q6IN85,PPP4R3A,NSP9,0.0724978893995285,0,0,0
15362,P23942,PRPH2,NSP9,0.0834188237786293,0,0,0
15363,P41219,PRPH,NSP9,0.11690595000982285,0,0,0
15364,P11217,PYGM,NSP9,0.18794535100460052,0,0,0
15365,Q8TBN0,RAB3IL1,NSP9,0.03044886328279972,0,0,0
15366,A6NK89,RASSF10,NSP9,0.1888730376958847,0,0,0
15367,Q6NUQ1,RINT1,NSP9,0.660126805305481,0,0,0
15368,Q9UHV2,SERTAD1,NSP9,0.6466690897941589,0,0,0
15369,Q86VW0,SESTD1,NSP9,0.15252311527729034,0,0,0
15370,Q96H20,SNF8,NSP9,0.575198233127594,0,0,0
15371,Q9Y2D8,SSX2IP,NSP9,0.4953225255012512,0,0,0
15372,Q8N0S2,SYCE1,NSP9,0.47560539841651917,0,0,0
15373,Q8WW24,TEKT4,NSP9,0.07767423987388611,0,0,0
15374,Q9H5L6,THAP9,NSP9,0.05940892547369003,0,0,0
15375,Q9C040,TRIM2,NSP9,0.21604813635349274,0,0,0
15376,O75382,TRIM3,NSP9,0.0670374408364296,0,0,0
15377,Q13049,TRIM32,NSP9,0.08887623995542526,0,0,0
15378,Q9BYV2,TRIM54,NSP9,0.04602552577853203,0,0,0
15379,Q5W5X9,TTC23,NSP9,0.1482120007276535,0,0,0
15380,Q9UHP3,USP25,NSP9,0.13241159915924072,0,0,0
15381,P61758,VBP1,NSP9,0.17818571627140045,0.0,0.35722973799999996,0
15382,P08670,VIM,NSP9,0.3621038496494293,0.31,0.094427271,0
15383,Q8N1B4,VPS52,NSP9,0.3345990478992462,0,0,0
15384,Q9UGI0,ZRANB1,NSP9,0.048725370317697525,0,0,0
15385,Q8IYX8,CEP57L1,NSP9,0.27486103773117065,0,0,0
15386,P51114,FXR1,NSP9,0.16066552698612213,1.0,0.660884268,0
15387,P51116,FXR2,NSP9,0.01929115504026413,0.64,0.064195392,0
15388,P60880,SNAP25,NSP9,0.2797650992870331,0,0,0
15389,P26842,CD27,NSP9,0.040793243795633316,0,0,0
15390,P25942,CD40,NSP9,0.04397660121321678,0,0,0
15391,Q6UWB1,IL27RA,NSP9,0.014034980908036232,0,0,0
15392,Q16553,LY6E,NSP9,0.02886652946472168,0,0,0
15393,Q6UWN5,LYPD5,NSP9,0.0037613469175994396,0,0,0
15394,Q86Y26,NUTM1,NSP9,0.04813997074961662,0,0,0
15395,P23497,SP100,NSP9,0.6853548288345337,0,0,0
15396,Q9NQB0,TCF7L2,NSP9,0.14629779756069183,0,0,0
15397,P15884,TCF4,NSP9,0.025119898840785027,0,0,0
15398,Q9UHD9,UBQLN2,NSP9,0.33408623933792114,0,0,0
15399,Q9GZY8,MFF,NSP9,0.0413571372628212,0,0,0
15400,O95870,ABHD16A,NSP9,0.03634742274880409,0,0,0
15401,Q15041,ARL6IP1,NSP9,0.1873713731765747,0,0,0
15402,Q96HR9,REEP6,NSP9,0.13202568888664246,0,0,0
15403,Q9UMX0,UBQLN1,NSP9,0.7234330177307129,0,0,0
15404,Q9NYU1,UGGT2,NSP9,0.07235399633646011,0,0,0
15405,Q8NEA5,C19ORF18,NSP9,0.19482018053531647,0,0,0
15406,O15552,FFAR2,NSP9,0.11000111699104309,0,0,0
15407,Q9Y680,FKBP7,NSP9,0.11263372004032135,0,0,0
15408,Q8TDQ0,HAVCR2,NSP9,0.26232779026031494,0,0,0
15409,P58170,OR1D5,NSP9,0.003939272370189428,0,0,0
15410,Q9Y5F3,PCDHB1,NSP9,0.13134780526161194,0,0,0
15411,Q04118,PRB3,NSP9,0.013157256878912449,0,0,0
15412,Q86UW2,SLC51B,NSP9,0.23516757786273956,0,0,0
15413,P21731,TBXA2R,NSP9,0.018473263829946518,0,0,0
15414,Q9NUH8,TMEM14B,NSP9,0.018802957609295845,0,0,0
15415,Q9NWC5,TMEM45A,NSP9,0.015009446069598198,0,0,0
15416,P19075,TSPAN8,NSP9,0.018077252432703972,0,0,0
15417,Q14973,SLC10A1,NSP9,0.007600890006870031,0,0,0
15418,P49755,TMED10,NSP9,0.3848738968372345,0,0,0
15419,O00203,AP3B1,NSP9,0.3513721525669098,0,0,0
15420,O15270,SPTLC2,NSP9,0.03229648247361183,0,0,0
15421,O43505,B4GAT1,NSP9,0.05140254274010658,0,0,0
15422,O60885,BRD4,NSP9,0.027738571166992188,0,0,0
15423,O75787,ATP6AP2,NSP9,0.3489476442337036,0,0,0
15424,P01861,IGHG4,NSP9,0.43251970410346985,0,0,0
15425,P25440,BRD2,NSP9,0.6530681848526001,0.0,0.024314575,0
15426,Q5T9L3,WLS,NSP9,0.029270900413393974,0,0,0
15427,Q6DD88,ATL3,NSP9,0.10820869356393814,0,0,0
15428,Q6UX04,CWC27,NSP9,0.022050319239497185,0,0,0
15429,Q86VM9,ZC3H18,NSP9,0.1371316909790039,0,0,0
15430,Q8IWA5,SLC44A2,NSP9,0.0025164522230625153,0,0,0
15431,Q8IZ52,CHPF,NSP9,0.119358129799366,0,0,0
15432,Q8WVM8,SCFD1,NSP9,0.20106448233127594,0,0,0
15433,Q8WY22,BRI3BP,NSP9,0.021039964631199837,0,0,0
15434,Q92665,MRPS31,NSP9,0.22364182770252228,0,0,0
15435,Q9BTV4,TMEM43,NSP9,0.2941916286945343,0,0,0
15436,Q9NPI6,DCP1A,NSP9,0.045891426503658295,0,0,0
15437,Q9UBS3,DNAJB9,NSP9,0.15787376463413239,0,0,0
15438,Q9ULP9,TBC1D24,NSP9,0.014012537896633148,0,0,0
15439,Q9Y5L0,TNPO3,NSP9,0.34630680084228516,0,0,0
15440,O15321,TM9SF1,NSP9,0.13876378536224365,0,0,0
15441,O15397,IPO8,NSP9,0.03536937013268471,0,0,0
15442,O15431,SLC31A1,NSP9,0.018673578277230263,0,0,0
15443,O43156,TTI1,NSP9,0.033174507319927216,0,0,0
15444,O60779,SLC19A2,NSP9,0.0057815262116491795,0,0,0
15445,O75027,ABCB7,NSP9,0.0252186618745327,0,0,0
15446,O75439,PMPCB,NSP9,0.08900726586580276,0,0,0
15447,O94822,LTN1,NSP9,0.056405991315841675,0,0,0
15448,O94829,IPO13,NSP9,0.006799022201448679,0,0,0
15449,O95070,YIF1A,NSP9,0.050815485417842865,0,0,0
15450,O95674,CDS2,NSP9,0.017436709254980087,0,0,0
15451,O75420,GIGYF1,NSP9,0.26149073243141174,0,0,0
15452,O95864,FADS2,NSP9,0.016894547268748283,0,0,0
15453,P05026,ATP1B1,NSP9,0.5354875326156616,0,0,0
15454,P07384,CAPN1,NSP9,0.23679853975772858,0,0,0
